,map_simple_use,premise_age_bucketed,height_bucket,total_count,global_average_floorcount
400,Mixed Use,"1919-1944,1990-1999",16-17m,0,
401,Mixed Use,"1919-1944,1990-1999",17-18m,0,
402,Mixed Use,"1919-1944,1990-1999",18-19m,0,
403,Mixed Use,"1919-1944,1990-1999",19-20m,0,
404,Mixed Use,"1919-1944,1990-1999",20-22m,0,
405,Mixed Use,"1919-1944,1990-1999",22-24m,0,
406,Mixed Use,"1919-1944,1990-1999",24-26m,0,
407,Mixed Use,"1919-1944,1990-1999",26-28m,0,
408,Mixed Use,"1919-1944,1990-1999",28-30m,0,
409,Mixed Use,"1919-1944,1990-1999",30-35m,0,
410,Mixed Use,"1919-1944,1990-1999",35-40m,0,
411,Mixed Use,"1919-1944,1990-1999",40-45m,0,
412,Mixed Use,"1919-1944,1990-1999",45-50m,0,
413,Mixed Use,"1919-1944,1990-1999",50-55m,0,
414,Mixed Use,"1919-1944,1990-1999",55-60m,0,
415,Mixed Use,"1919-1944,1990-1999",60-70m,0,
416,Mixed Use,"1919-1944,1990-1999",70-80m,0,
417,Mixed Use,"1919-1944,1990-1999",80-90m,0,
418,Mixed Use,"1919-1944,1990-1999",90-100m,0,
419,Mixed Use,"1919-1944,1990-1999",100-200m,0,
420,Mixed Use,"1919-1944,Post 1999",0-2m,0,
421,Mixed Use,"1919-1944,Post 1999",2-3m,0,
422,Mixed Use,"1919-1944,Post 1999",3-4m,0,
423,Mixed Use,"1919-1944,Post 1999",4-5m,0,
424,Mixed Use,"1919-1944,Post 1999",5-6m,0,
425,Mixed Use,"1919-1944,Post 1999",6-7m,1,2.0
426,Mixed Use,"1919-1944,Post 1999",7-8m,0,
427,Mixed Use,"1919-1944,Post 1999",8-9m,3,2.0
428,Mixed Use,"1919-1944,Post 1999",9-10m,6,2.0
429,Mixed Use,"1919-1944,Post 1999",10-11m,2,2.0
430,Mixed Use,"1919-1944,Post 1999",11-12m,0,
431,Mixed Use,"1919-1944,Post 1999",12-13m,0,
432,Mixed Use,"1919-1944,Post 1999",13-14m,0,
433,Mixed Use,"1919-1944,Post 1999",14-15m,0,
434,Mixed Use,"1919-1944,Post 1999",15-16m,0,
435,Mixed Use,"1919-1944,Post 1999",16-17m,0,
436,Mixed Use,"1919-1944,Post 1999",17-18m,0,
437,Mixed Use,"1919-1944,Post 1999",18-19m,0,
438,Mixed Use,"1919-1944,Post 1999",19-20m,0,
439,Mixed Use,"1919-1944,Post 1999",20-22m,0,
440,Mixed Use,"1919-1944,Post 1999",22-24m,0,
441,Mixed Use,"1919-1944,Post 1999",24-26m,0,
442,Mixed Use,"1919-1944,Post 1999",26-28m,0,
443,Mixed Use,"1919-1944,Post 1999",28-30m,0,
444,Mixed Use,"1919-1944,Post 1999",30-35m,0,
445,Mixed Use,"1919-1944,Post 1999",35-40m,0,
446,Mixed Use,"1919-1944,Post 1999",40-45m,0,
447,Mixed Use,"1919-1944,Post 1999",45-50m,0,
448,Mixed Use,"1919-1944,Post 1999",50-55m,0,
449,Mixed Use,"1919-1944,Post 1999",55-60m,0,
450,Mixed Use,"1919-1944,Post 1999",60-70m,0,
451,Mixed Use,"1919-1944,Post 1999",70-80m,0,
452,Mixed Use,"1919-1944,Post 1999",80-90m,0,
453,Mixed Use,"1919-1944,Post 1999",90-100m,0,
454,Mixed Use,"1919-1944,Post 1999",100-200m,0,
455,Mixed Use,"1919-1944,Pre 1919",0-2m,0,
456,Mixed Use,"1919-1944,Pre 1919",2-3m,0,
457,Mixed Use,"1919-1944,Pre 1919",3-4m,0,
458,Mixed Use,"1919-1944,Pre 1919",4-5m,0,
459,Mixed Use,"1919-1944,Pre 1919",5-6m,4,2.0
460,Mixed Use,"1919-1944,Pre 1919",6-7m,3,2.0
461,Mixed Use,"1919-1944,Pre 1919",7-8m,20,2.05
462,Mixed Use,"1919-1944,Pre 1919",8-9m,51,2.156862745098039
463,Mixed Use,"1919-1944,Pre 1919",9-10m,86,2.0232558139534884
464,Mixed Use,"1919-1944,Pre 1919",10-11m,55,2.2
465,Mixed Use,"1919-1944,Pre 1919",11-12m,21,2.761904761904762
466,Mixed Use,"1919-1944,Pre 1919",12-13m,18,3.0555555555555554
467,Mixed Use,"1919-1944,Pre 1919",13-14m,21,3.0952380952380953
468,Mixed Use,"1919-1944,Pre 1919",14-15m,16,3.0
469,Mixed Use,"1919-1944,Pre 1919",15-16m,17,3.176470588235294
470,Mixed Use,"1919-1944,Pre 1919",16-17m,10,3.2
471,Mixed Use,"1919-1944,Pre 1919",17-18m,2,4.0
472,Mixed Use,"1919-1944,Pre 1919",18-19m,5,4.0
473,Mixed Use,"1919-1944,Pre 1919",19-20m,3,4.0
474,Mixed Use,"1919-1944,Pre 1919",20-22m,8,4.125
475,Mixed Use,"1919-1944,Pre 1919",22-24m,2,5.0
476,Mixed Use,"1919-1944,Pre 1919",24-26m,0,
477,Mixed Use,"1919-1944,Pre 1919",26-28m,3,5.333333333333333
478,Mixed Use,"1919-1944,Pre 1919",28-30m,1,6.0
479,Mixed Use,"1919-1944,Pre 1919",30-35m,4,6.0
480,Mixed Use,"1919-1944,Pre 1919",35-40m,1,7.0
481,Mixed Use,"1919-1944,Pre 1919",40-45m,0,
482,Mixed Use,"1919-1944,Pre 1919",45-50m,0,
483,Mixed Use,"1919-1944,Pre 1919",50-55m,0,
484,Mixed Use,"1919-1944,Pre 1919",55-60m,0,
485,Mixed Use,"1919-1944,Pre 1919",60-70m,0,
486,Mixed Use,"1919-1944,Pre 1919",70-80m,0,
487,Mixed Use,"1919-1944,Pre 1919",80-90m,0,
488,Mixed Use,"1919-1944,Pre 1919",90-100m,0,
489,Mixed Use,"1919-1944,Pre 1919",100-200m,0,
490,Mixed Use,"1919-1944,Pre 1919,Unknown date",0-2m,0,
491,Mixed Use,"1919-1944,Pre 1919,Unknown date",2-3m,0,
492,Mixed Use,"1919-1944,Pre 1919,Unknown date",3-4m,0,
493,Mixed Use,"1919-1944,Pre 1919,Unknown date",4-5m,0,
494,Mixed Use,"1919-1944,Pre 1919,Unknown date",5-6m,0,
495,Mixed Use,"1919-1944,Pre 1919,Unknown date",6-7m,0,
496,Mixed Use,"1919-1944,Pre 1919,Unknown date",7-8m,0,
497,Mixed Use,"1919-1944,Pre 1919,Unknown date",8-9m,0,
498,Mixed Use,"1919-1944,Pre 1919,Unknown date",9-10m,0,
499,Mixed Use,"1919-1944,Pre 1919,Unknown date",10-11m,0,
500,Mixed Use,"1919-1944,Pre 1919,Unknown date",11-12m,0,
501,Mixed Use,"1919-1944,Pre 1919,Unknown date",12-13m,0,
502,Mixed Use,"1919-1944,Pre 1919,Unknown date",13-14m,0,
503,Mixed Use,"1919-1944,Pre 1919,Unknown date",14-15m,0,
504,Mixed Use,"1919-1944,Pre 1919,Unknown date",15-16m,0,
505,Mixed Use,"1919-1944,Pre 1919,Unknown date",16-17m,0,
506,Mixed Use,"1919-1944,Pre 1919,Unknown date",17-18m,0,
507,Mixed Use,"1919-1944,Pre 1919,Unknown date",18-19m,0,
508,Mixed Use,"1919-1944,Pre 1919,Unknown date",19-20m,0,
509,Mixed Use,"1919-1944,Pre 1919,Unknown date",20-22m,0,
510,Mixed Use,"1919-1944,Pre 1919,Unknown date",22-24m,0,
511,Mixed Use,"1919-1944,Pre 1919,Unknown date",24-26m,0,
512,Mixed Use,"1919-1944,Pre 1919,Unknown date",26-28m,0,
513,Mixed Use,"1919-1944,Pre 1919,Unknown date",28-30m,0,
514,Mixed Use,"1919-1944,Pre 1919,Unknown date",30-35m,0,
515,Mixed Use,"1919-1944,Pre 1919,Unknown date",35-40m,0,
516,Mixed Use,"1919-1944,Pre 1919,Unknown date",40-45m,0,
517,Mixed Use,"1919-1944,Pre 1919,Unknown date",45-50m,0,
518,Mixed Use,"1919-1944,Pre 1919,Unknown date",50-55m,0,
519,Mixed Use,"1919-1944,Pre 1919,Unknown date",55-60m,0,
520,Mixed Use,"1919-1944,Pre 1919,Unknown date",60-70m,0,
521,Mixed Use,"1919-1944,Pre 1919,Unknown date",70-80m,0,
522,Mixed Use,"1919-1944,Pre 1919,Unknown date",80-90m,0,
523,Mixed Use,"1919-1944,Pre 1919,Unknown date",90-100m,0,
524,Mixed Use,"1919-1944,Pre 1919,Unknown date",100-200m,0,
525,Mixed Use,"1919-1944,Unknown date",0-2m,0,
526,Mixed Use,"1919-1944,Unknown date",2-3m,0,
527,Mixed Use,"1919-1944,Unknown date",3-4m,0,
528,Mixed Use,"1919-1944,Unknown date",4-5m,0,
529,Mixed Use,"1919-1944,Unknown date",5-6m,0,
530,Mixed Use,"1919-1944,Unknown date",6-7m,0,
531,Mixed Use,"1919-1944,Unknown date",7-8m,0,
532,Mixed Use,"1919-1944,Unknown date",8-9m,0,
533,Mixed Use,"1919-1944,Unknown date",9-10m,0,
534,Mixed Use,"1919-1944,Unknown date",10-11m,0,
535,Mixed Use,"1919-1944,Unknown date",11-12m,0,
536,Mixed Use,"1919-1944,Unknown date",12-13m,0,
537,Mixed Use,"1919-1944,Unknown date",13-14m,0,
538,Mixed Use,"1919-1944,Unknown date",14-15m,0,
539,Mixed Use,"1919-1944,Unknown date",15-16m,0,
540,Mixed Use,"1919-1944,Unknown date",16-17m,0,
541,Mixed Use,"1919-1944,Unknown date",17-18m,0,
542,Mixed Use,"1919-1944,Unknown date",18-19m,0,
543,Mixed Use,"1919-1944,Unknown date",19-20m,0,
544,Mixed Use,"1919-1944,Unknown date",20-22m,0,
545,Mixed Use,"1919-1944,Unknown date",22-24m,0,
546,Mixed Use,"1919-1944,Unknown date",24-26m,0,
547,Mixed Use,"1919-1944,Unknown date",26-28m,0,
548,Mixed Use,"1919-1944,Unknown date",28-30m,0,
549,Mixed Use,"1919-1944,Unknown date",30-35m,0,
550,Mixed Use,"1919-1944,Unknown date",35-40m,0,
551,Mixed Use,"1919-1944,Unknown date",40-45m,0,
552,Mixed Use,"1919-1944,Unknown date",45-50m,0,
553,Mixed Use,"1919-1944,Unknown date",50-55m,0,
554,Mixed Use,"1919-1944,Unknown date",55-60m,0,
555,Mixed Use,"1919-1944,Unknown date",60-70m,0,
556,Mixed Use,"1919-1944,Unknown date",70-80m,0,
557,Mixed Use,"1919-1944,Unknown date",80-90m,0,
558,Mixed Use,"1919-1944,Unknown date",90-100m,0,
559,Mixed Use,"1919-1944,Unknown date",100-200m,0,
560,Mixed Use,1945-1959,0-2m,0,
561,Mixed Use,1945-1959,2-3m,7,1.0
562,Mixed Use,1945-1959,3-4m,87,1.0
563,Mixed Use,1945-1959,4-5m,50,1.0
564,Mixed Use,1945-1959,5-6m,291,1.8900343642611683
565,Mixed Use,1945-1959,6-7m,583,2.0
566,Mixed Use,1945-1959,7-8m,1353,2.082779009608278
567,Mixed Use,1945-1959,8-9m,3838,2.20088587806149
568,Mixed Use,1945-1959,9-10m,4527,2.3127899271040424
569,Mixed Use,1945-1959,10-11m,2536,2.6108044164037856
570,Mixed Use,1945-1959,11-12m,1593,2.97489014438167
571,Mixed Use,1945-1959,12-13m,1174,3.0562180579216354
572,Mixed Use,1945-1959,13-14m,892,3.133408071748879
573,Mixed Use,1945-1959,14-15m,675,3.140740740740741
574,Mixed Use,1945-1959,15-16m,327,3.293577981651376
575,Mixed Use,1945-1959,16-17m,173,3.520231213872832
576,Mixed Use,1945-1959,17-18m,144,4.270833333333333
577,Mixed Use,1945-1959,18-19m,91,4.406593406593407
578,Mixed Use,1945-1959,19-20m,101,4.673267326732673
579,Mixed Use,1945-1959,20-22m,142,4.788732394366197
580,Mixed Use,1945-1959,22-24m,61,5.60655737704918
581,Mixed Use,1945-1959,24-26m,43,6.255813953488372
582,Mixed Use,1945-1959,26-28m,41,6.146341463414634
583,Mixed Use,1945-1959,28-30m,40,7.625
584,Mixed Use,1945-1959,30-35m,36,7.472222222222222
585,Mixed Use,1945-1959,35-40m,12,7.916666666666667
586,Mixed Use,1945-1959,40-45m,24,11.875
587,Mixed Use,1945-1959,45-50m,5,13.4
588,Mixed Use,1945-1959,50-55m,0,
589,Mixed Use,1945-1959,55-60m,1,17.0
590,Mixed Use,1945-1959,60-70m,1,12.0
591,Mixed Use,1945-1959,70-80m,1,24.0
592,Mixed Use,1945-1959,80-90m,1,24.0
593,Mixed Use,1945-1959,90-100m,0,
594,Mixed Use,1945-1959,100-200m,0,
595,Mixed Use,"1945-1959,1960-1979",0-2m,0,
596,Mixed Use,"1945-1959,1960-1979",2-3m,0,
597,Mixed Use,"1945-1959,1960-1979",3-4m,0,
598,Mixed Use,"1945-1959,1960-1979",4-5m,0,
599,Mixed Use,"1945-1959,1960-1979",5-6m,0,
600,Mixed Use,"1945-1959,1960-1979",6-7m,0,
601,Mixed Use,"1945-1959,1960-1979",7-8m,0,
602,Mixed Use,"1945-1959,1960-1979",8-9m,0,
603,Mixed Use,"1945-1959,1960-1979",9-10m,0,
604,Mixed Use,"1945-1959,1960-1979",10-11m,0,
605,Mixed Use,"1945-1959,1960-1979",11-12m,0,
606,Mixed Use,"1945-1959,1960-1979",12-13m,0,
607,Mixed Use,"1945-1959,1960-1979",13-14m,0,
608,Mixed Use,"1945-1959,1960-1979",14-15m,0,
609,Mixed Use,"1945-1959,1960-1979",15-16m,0,
610,Mixed Use,"1945-1959,1960-1979",16-17m,0,
611,Mixed Use,"1945-1959,1960-1979",17-18m,0,
612,Mixed Use,"1945-1959,1960-1979",18-19m,0,
613,Mixed Use,"1945-1959,1960-1979",19-20m,0,
614,Mixed Use,"1945-1959,1960-1979",20-22m,0,
615,Mixed Use,"1945-1959,1960-1979",22-24m,0,
616,Mixed Use,"1945-1959,1960-1979",24-26m,0,
617,Mixed Use,"1945-1959,1960-1979",26-28m,0,
618,Mixed Use,"1945-1959,1960-1979",28-30m,0,
619,Mixed Use,"1945-1959,1960-1979",30-35m,0,
620,Mixed Use,"1945-1959,1960-1979",35-40m,0,
621,Mixed Use,"1945-1959,1960-1979",40-45m,0,
622,Mixed Use,"1945-1959,1960-1979",45-50m,0,
623,Mixed Use,"1945-1959,1960-1979",50-55m,0,
624,Mixed Use,"1945-1959,1960-1979",55-60m,0,
625,Mixed Use,"1945-1959,1960-1979",60-70m,0,
626,Mixed Use,"1945-1959,1960-1979",70-80m,0,
627,Mixed Use,"1945-1959,1960-1979",80-90m,0,
628,Mixed Use,"1945-1959,1960-1979",90-100m,0,
629,Mixed Use,"1945-1959,1960-1979",100-200m,0,
630,Mixed Use,"1945-1959,1980-1989",0-2m,0,
631,Mixed Use,"1945-1959,1980-1989",2-3m,0,
632,Mixed Use,"1945-1959,1980-1989",3-4m,1,1.0
633,Mixed Use,"1945-1959,1980-1989",4-5m,0,
634,Mixed Use,"1945-1959,1980-1989",5-6m,0,
635,Mixed Use,"1945-1959,1980-1989",6-7m,7,2.0
636,Mixed Use,"1945-1959,1980-1989",7-8m,5,2.0
637,Mixed Use,"1945-1959,1980-1989",8-9m,6,2.0
638,Mixed Use,"1945-1959,1980-1989",9-10m,16,2.1875
639,Mixed Use,"1945-1959,1980-1989",10-11m,15,2.2
640,Mixed Use,"1945-1959,1980-1989",11-12m,4,3.0
641,Mixed Use,"1945-1959,1980-1989",12-13m,5,3.0
642,Mixed Use,"1945-1959,1980-1989",13-14m,7,3.2857142857142856
643,Mixed Use,"1945-1959,1980-1989",14-15m,4,3.25
644,Mixed Use,"1945-1959,1980-1989",15-16m,2,3.0
645,Mixed Use,"1945-1959,1980-1989",16-17m,2,3.0
646,Mixed Use,"1945-1959,1980-1989",17-18m,2,4.0
647,Mixed Use,"1945-1959,1980-1989",18-19m,1,4.0
648,Mixed Use,"1945-1959,1980-1989",19-20m,0,
649,Mixed Use,"1945-1959,1980-1989",20-22m,2,4.0
650,Mixed Use,"1945-1959,1980-1989",22-24m,0,
651,Mixed Use,"1945-1959,1980-1989",24-26m,0,
652,Mixed Use,"1945-1959,1980-1989",26-28m,1,6.0
653,Mixed Use,"1945-1959,1980-1989",28-30m,0,
654,Mixed Use,"1945-1959,1980-1989",30-35m,0,
655,Mixed Use,"1945-1959,1980-1989",35-40m,0,
656,Mixed Use,"1945-1959,1980-1989",40-45m,0,
657,Mixed Use,"1945-1959,1980-1989",45-50m,0,
658,Mixed Use,"1945-1959,1980-1989",50-55m,0,
659,Mixed Use,"1945-1959,1980-1989",55-60m,0,
660,Mixed Use,"1945-1959,1980-1989",60-70m,0,
661,Mixed Use,"1945-1959,1980-1989",70-80m,0,
662,Mixed Use,"1945-1959,1980-1989",80-90m,0,
663,Mixed Use,"1945-1959,1980-1989",90-100m,0,
664,Mixed Use,"1945-1959,1980-1989",100-200m,0,
665,Mixed Use,"1945-1959,1980-1989,Pre 1919",0-2m,0,
666,Mixed Use,"1945-1959,1980-1989,Pre 1919",2-3m,0,
667,Mixed Use,"1945-1959,1980-1989,Pre 1919",3-4m,0,
668,Mixed Use,"1945-1959,1980-1989,Pre 1919",4-5m,0,
669,Mixed Use,"1945-1959,1980-1989,Pre 1919",5-6m,0,
670,Mixed Use,"1945-1959,1980-1989,Pre 1919",6-7m,0,
671,Mixed Use,"1945-1959,1980-1989,Pre 1919",7-8m,3,2.0
672,Mixed Use,"1945-1959,1980-1989,Pre 1919",8-9m,0,
673,Mixed Use,"1945-1959,1980-1989,Pre 1919",9-10m,2,2.0
674,Mixed Use,"1945-1959,1980-1989,Pre 1919",10-11m,1,2.0
675,Mixed Use,"1945-1959,1980-1989,Pre 1919",11-12m,0,
676,Mixed Use,"1945-1959,1980-1989,Pre 1919",12-13m,2,3.5
677,Mixed Use,"1945-1959,1980-1989,Pre 1919",13-14m,0,
678,Mixed Use,"1945-1959,1980-1989,Pre 1919",14-15m,1,3.0
679,Mixed Use,"1945-1959,1980-1989,Pre 1919",15-16m,2,3.0
680,Mixed Use,"1945-1959,1980-1989,Pre 1919",16-17m,0,
681,Mixed Use,"1945-1959,1980-1989,Pre 1919",17-18m,0,
682,Mixed Use,"1945-1959,1980-1989,Pre 1919",18-19m,0,
683,Mixed Use,"1945-1959,1980-1989,Pre 1919",19-20m,0,
684,Mixed Use,"1945-1959,1980-1989,Pre 1919",20-22m,0,
685,Mixed Use,"1945-1959,1980-1989,Pre 1919",22-24m,0,
686,Mixed Use,"1945-1959,1980-1989,Pre 1919",24-26m,0,
687,Mixed Use,"1945-1959,1980-1989,Pre 1919",26-28m,0,
688,Mixed Use,"1945-1959,1980-1989,Pre 1919",28-30m,0,
689,Mixed Use,"1945-1959,1980-1989,Pre 1919",30-35m,0,
690,Mixed Use,"1945-1959,1980-1989,Pre 1919",35-40m,0,
691,Mixed Use,"1945-1959,1980-1989,Pre 1919",40-45m,0,
692,Mixed Use,"1945-1959,1980-1989,Pre 1919",45-50m,0,
693,Mixed Use,"1945-1959,1980-1989,Pre 1919",50-55m,0,
694,Mixed Use,"1945-1959,1980-1989,Pre 1919",55-60m,0,
695,Mixed Use,"1945-1959,1980-1989,Pre 1919",60-70m,0,
696,Mixed Use,"1945-1959,1980-1989,Pre 1919",70-80m,0,
697,Mixed Use,"1945-1959,1980-1989,Pre 1919",80-90m,0,
698,Mixed Use,"1945-1959,1980-1989,Pre 1919",90-100m,0,
699,Mixed Use,"1945-1959,1980-1989,Pre 1919",100-200m,0,
700,Mixed Use,"1945-1959,1980-1989,Unknown date",0-2m,0,
701,Mixed Use,"1945-1959,1980-1989,Unknown date",2-3m,0,
702,Mixed Use,"1945-1959,1980-1989,Unknown date",3-4m,0,
703,Mixed Use,"1945-1959,1980-1989,Unknown date",4-5m,0,
704,Mixed Use,"1945-1959,1980-1989,Unknown date",5-6m,0,
705,Mixed Use,"1945-1959,1980-1989,Unknown date",6-7m,0,
706,Mixed Use,"1945-1959,1980-1989,Unknown date",7-8m,0,
707,Mixed Use,"1945-1959,1980-1989,Unknown date",8-9m,0,
708,Mixed Use,"1945-1959,1980-1989,Unknown date",9-10m,0,
709,Mixed Use,"1945-1959,1980-1989,Unknown date",10-11m,0,
710,Mixed Use,"1945-1959,1980-1989,Unknown date",11-12m,0,
711,Mixed Use,"1945-1959,1980-1989,Unknown date",12-13m,0,
712,Mixed Use,"1945-1959,1980-1989,Unknown date",13-14m,0,
713,Mixed Use,"1945-1959,1980-1989,Unknown date",14-15m,0,
714,Mixed Use,"1945-1959,1980-1989,Unknown date",15-16m,0,
715,Mixed Use,"1945-1959,1980-1989,Unknown date",16-17m,0,
716,Mixed Use,"1945-1959,1980-1989,Unknown date",17-18m,0,
717,Mixed Use,"1945-1959,1980-1989,Unknown date",18-19m,0,
718,Mixed Use,"1945-1959,1980-1989,Unknown date",19-20m,0,
719,Mixed Use,"1945-1959,1980-1989,Unknown date",20-22m,0,
720,Mixed Use,"1945-1959,1980-1989,Unknown date",22-24m,0,
721,Mixed Use,"1945-1959,1980-1989,Unknown date",24-26m,0,
722,Mixed Use,"1945-1959,1980-1989,Unknown date",26-28m,0,
723,Mixed Use,"1945-1959,1980-1989,Unknown date",28-30m,0,
724,Mixed Use,"1945-1959,1980-1989,Unknown date",30-35m,0,
725,Mixed Use,"1945-1959,1980-1989,Unknown date",35-40m,0,
726,Mixed Use,"1945-1959,1980-1989,Unknown date",40-45m,0,
727,Mixed Use,"1945-1959,1980-1989,Unknown date",45-50m,0,
728,Mixed Use,"1945-1959,1980-1989,Unknown date",50-55m,0,
729,Mixed Use,"1945-1959,1980-1989,Unknown date",55-60m,0,
730,Mixed Use,"1945-1959,1980-1989,Unknown date",60-70m,0,
731,Mixed Use,"1945-1959,1980-1989,Unknown date",70-80m,0,
732,Mixed Use,"1945-1959,1980-1989,Unknown date",80-90m,0,
733,Mixed Use,"1945-1959,1980-1989,Unknown date",90-100m,0,
734,Mixed Use,"1945-1959,1980-1989,Unknown date",100-200m,0,
735,Mixed Use,"1945-1959,1990-1999",0-2m,0,
736,Mixed Use,"1945-1959,1990-1999",2-3m,0,
737,Mixed Use,"1945-1959,1990-1999",3-4m,0,
738,Mixed Use,"1945-1959,1990-1999",4-5m,0,
739,Mixed Use,"1945-1959,1990-1999",5-6m,0,
740,Mixed Use,"1945-1959,1990-1999",6-7m,0,
741,Mixed Use,"1945-1959,1990-1999",7-8m,2,2.0
742,Mixed Use,"1945-1959,1990-1999",8-9m,2,2.0
743,Mixed Use,"1945-1959,1990-1999",9-10m,4,2.0
744,Mixed Use,"1945-1959,1990-1999",10-11m,1,2.0
745,Mixed Use,"1945-1959,1990-1999",11-12m,3,2.6666666666666665
746,Mixed Use,"1945-1959,1990-1999",12-13m,0,
747,Mixed Use,"1945-1959,1990-1999",13-14m,1,3.0
748,Mixed Use,"1945-1959,1990-1999",14-15m,0,
749,Mixed Use,"1945-1959,1990-1999",15-16m,0,
750,Mixed Use,"1945-1959,1990-1999",16-17m,0,
751,Mixed Use,"1945-1959,1990-1999",17-18m,1,4.0
752,Mixed Use,"1945-1959,1990-1999",18-19m,0,
753,Mixed Use,"1945-1959,1990-1999",19-20m,0,
754,Mixed Use,"1945-1959,1990-1999",20-22m,0,
755,Mixed Use,"1945-1959,1990-1999",22-24m,0,
756,Mixed Use,"1945-1959,1990-1999",24-26m,0,
757,Mixed Use,"1945-1959,1990-1999",26-28m,0,
758,Mixed Use,"1945-1959,1990-1999",28-30m,0,
759,Mixed Use,"1945-1959,1990-1999",30-35m,0,
760,Mixed Use,"1945-1959,1990-1999",35-40m,0,
761,Mixed Use,"1945-1959,1990-1999",40-45m,0,
762,Mixed Use,"1945-1959,1990-1999",45-50m,0,
763,Mixed Use,"1945-1959,1990-1999",50-55m,0,
764,Mixed Use,"1945-1959,1990-1999",55-60m,0,
765,Mixed Use,"1945-1959,1990-1999",60-70m,0,
766,Mixed Use,"1945-1959,1990-1999",70-80m,0,
767,Mixed Use,"1945-1959,1990-1999",80-90m,0,
768,Mixed Use,"1945-1959,1990-1999",90-100m,0,
769,Mixed Use,"1945-1959,1990-1999",100-200m,0,
770,Mixed Use,"1945-1959,1990-1999,Pre 1919",0-2m,0,
771,Mixed Use,"1945-1959,1990-1999,Pre 1919",2-3m,0,
772,Mixed Use,"1945-1959,1990-1999,Pre 1919",3-4m,0,
773,Mixed Use,"1945-1959,1990-1999,Pre 1919",4-5m,0,
774,Mixed Use,"1945-1959,1990-1999,Pre 1919",5-6m,0,
775,Mixed Use,"1945-1959,1990-1999,Pre 1919",6-7m,0,
776,Mixed Use,"1945-1959,1990-1999,Pre 1919",7-8m,0,
777,Mixed Use,"1945-1959,1990-1999,Pre 1919",8-9m,0,
778,Mixed Use,"1945-1959,1990-1999,Pre 1919",9-10m,1,2.0
779,Mixed Use,"1945-1959,1990-1999,Pre 1919",10-11m,0,
780,Mixed Use,"1945-1959,1990-1999,Pre 1919",11-12m,0,
781,Mixed Use,"1945-1959,1990-1999,Pre 1919",12-13m,0,
782,Mixed Use,"1945-1959,1990-1999,Pre 1919",13-14m,0,
783,Mixed Use,"1945-1959,1990-1999,Pre 1919",14-15m,1,3.0
784,Mixed Use,"1945-1959,1990-1999,Pre 1919",15-16m,0,
785,Mixed Use,"1945-1959,1990-1999,Pre 1919",16-17m,0,
786,Mixed Use,"1945-1959,1990-1999,Pre 1919",17-18m,0,
787,Mixed Use,"1945-1959,1990-1999,Pre 1919",18-19m,0,
788,Mixed Use,"1945-1959,1990-1999,Pre 1919",19-20m,0,
789,Mixed Use,"1945-1959,1990-1999,Pre 1919",20-22m,0,
790,Mixed Use,"1945-1959,1990-1999,Pre 1919",22-24m,0,
791,Mixed Use,"1945-1959,1990-1999,Pre 1919",24-26m,0,
792,Mixed Use,"1945-1959,1990-1999,Pre 1919",26-28m,0,
793,Mixed Use,"1945-1959,1990-1999,Pre 1919",28-30m,0,
794,Mixed Use,"1945-1959,1990-1999,Pre 1919",30-35m,0,
795,Mixed Use,"1945-1959,1990-1999,Pre 1919",35-40m,0,
796,Mixed Use,"1945-1959,1990-1999,Pre 1919",40-45m,0,
797,Mixed Use,"1945-1959,1990-1999,Pre 1919",45-50m,0,
798,Mixed Use,"1945-1959,1990-1999,Pre 1919",50-55m,0,
799,Mixed Use,"1945-1959,1990-1999,Pre 1919",55-60m,0,
800,Mixed Use,"1945-1959,1990-1999,Pre 1919",60-70m,0,
801,Mixed Use,"1945-1959,1990-1999,Pre 1919",70-80m,0,
802,Mixed Use,"1945-1959,1990-1999,Pre 1919",80-90m,0,
803,Mixed Use,"1945-1959,1990-1999,Pre 1919",90-100m,0,
804,Mixed Use,"1945-1959,1990-1999,Pre 1919",100-200m,0,
805,Mixed Use,"1945-1959,Post 1999",0-2m,0,
806,Mixed Use,"1945-1959,Post 1999",2-3m,0,
807,Mixed Use,"1945-1959,Post 1999",3-4m,0,
808,Mixed Use,"1945-1959,Post 1999",4-5m,0,
809,Mixed Use,"1945-1959,Post 1999",5-6m,0,
810,Mixed Use,"1945-1959,Post 1999",6-7m,0,
811,Mixed Use,"1945-1959,Post 1999",7-8m,2,2.0
812,Mixed Use,"1945-1959,Post 1999",8-9m,0,
813,Mixed Use,"1945-1959,Post 1999",9-10m,2,2.5
814,Mixed Use,"1945-1959,Post 1999",10-11m,2,2.0
815,Mixed Use,"1945-1959,Post 1999",11-12m,1,3.0
816,Mixed Use,"1945-1959,Post 1999",12-13m,1,4.0
817,Mixed Use,"1945-1959,Post 1999",13-14m,0,
818,Mixed Use,"1945-1959,Post 1999",14-15m,3,3.3333333333333335
819,Mixed Use,"1945-1959,Post 1999",15-16m,0,
820,Mixed Use,"1945-1959,Post 1999",16-17m,1,3.0
821,Mixed Use,"1945-1959,Post 1999",17-18m,0,
822,Mixed Use,"1945-1959,Post 1999",18-19m,0,
823,Mixed Use,"1945-1959,Post 1999",19-20m,0,
824,Mixed Use,"1945-1959,Post 1999",20-22m,0,
825,Mixed Use,"1945-1959,Post 1999",22-24m,0,
